v_videoId,v_videoFile,v_videoDuration,v_videoPlatform,v_videoViews,v_videoLanguage,v_videoCost,v_videoRegionId,v_videoDemographicId,v_videoProjectId
524,QuisquePortaVolutpat.avi,263,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9896512,Hiri Motu,7815364,2,6,55
525,NamNullaInteger.mov,79,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9760379,Pashto,2225153,3,4,45
526,Lacinia.xls,584,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2137397,Nepali,3533038,4,9,127
527,LiberoQuis.mov,383,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6095875,Swedish,5355075,2,6,19
528,AcLeo.xls,187,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7357500,Icelandic,9744089,2,13,271
529,Nulla.avi,381,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8686041,Arabic,8379682,5,12,263
530,Quis.xls,425,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7332268,Guaraní,5265918,3,14,240
531,Quis.mp3,411,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5719644,Telugu,4988164,3,3,278
532,EgetElitSodales.tiff,43,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7415800,Montenegrin,6781364,4,6,53
533,UltriciesEuNibh.avi,578,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6621820,Irish Gaelic,6955567,2,14,249
534,Eu.mov,470,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7625749,Swahili,8281998,1,6,230
535,Luctus.ppt,574,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",957548,Dari,8540842,2,7,192
536,IdOrnareImperdiet.gif,79,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5827464,Bengali,5411210,1,9,114
537,Habitasse.ppt,290,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8140044,Maltese,5741506,4,14,282
538,EnimSit.doc,348,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2865045,Somali,3793440,3,8,69
539,Arcu.mp3,193,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7827977,Māori,7841424,1,8,287
540,SociisNatoquePenatibus.tiff,516,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",210854,Nepali,8939683,3,11,291
541,Urna.mp3,233,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6203295,Azeri,4724252,1,11,265
542,Justo.ppt,211,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6310104,Tswana,7490344,1,11,289
543,AtFeugiatNon.mp3,127,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6695230,Latvian,4948248,3,4,209
544,BlanditMi.jpeg,585,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6553515,Macedonian,9707582,2,5,97
545,Quam.xls,314,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2052657,Kannada,5528831,5,12,202
546,LuctusNec.jpeg,80,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8561407,Hiri Motu,8897340,1,2,9
547,TempusVivamusIn.xls,342,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8504768,Bengali,87794,3,1,246
548,MorbiA.tiff,410,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9826047,Hebrew,666947,4,11,161
549,PorttitorLacus.xls,539,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5175307,English,5766185,5,10,244
550,MontesNasceturRidiculus.avi,424,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5887740,Danish,244816,1,8,254
551,BlanditUltricesEnim.tiff,412,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5205422,Tajik,7698623,5,9,45
552,DapibusDuis.tiff,572,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2274829,Tsonga,4213900,1,2,268
553,Neque.tiff,539,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9636547,Oriya,6958645,2,13,168
554,AccumsanTellus.ppt,589,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9646466,Sotho,2822402,3,15,31
555,SemperPorta.jpeg,441,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",958801,Kannada,2783487,1,5,262
556,IpsumPrimisIn.avi,121,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9865171,Spanish,4800840,3,13,284
557,TurpisElementum.avi,289,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5256832,Korean,3155154,5,15,139
558,Auctor.pdf,462,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7076660,West Frisian,2201039,2,4,206
559,SuscipitAFeugiat.gif,78,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7362396,Chinese,9453663,1,10,160
560,ElitProin.mp3,169,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3922900,Hiri Motu,261239,4,7,94
561,NibhIn.jpeg,188,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4249555,Lithuanian,2591705,3,4,54
562,Interdum.pdf,105,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2417178,Zulu,3492596,5,9,23
563,SedVel.xls,575,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6938502,Belarusian,1432408,3,12,119
564,SedTinciduntEu.xls,125,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4023272,Macedonian,9877947,5,3,250
565,DiamCrasPellentesque.png,160,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4249648,Armenian,7261448,1,13,123
566,VelDapibus.jpeg,220,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",1026691,Swati,4317423,3,1,170
567,Metus.avi,34,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2932730,Latvian,7413105,5,2,117
568,Tristique.xls,358,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5219454,Yiddish,2908020,1,15,49
569,LuctusCumSociis.avi,561,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7269541,Croatian,1163864,5,12,123
570,PulvinarNulla.txt,110,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",519993,Swedish,2058113,2,12,121
571,Lorem.mp3,207,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",982568,West Frisian,3907903,3,13,108
572,TortorEuPede.xls,201,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4658773,Bosnian,5421300,2,7,46
573,OdioConsequatVarius.mpeg,570,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",484591,Malay,9648417,2,1,160
574,MaurisVulputateElementum.png,528,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2622437,Khmer,8648349,4,8,230
575,Et.avi,499,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5005312,Moldovan,5312534,5,4,253
576,Ultrices.gif,146,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9709159,Lithuanian,355762,4,5,78
577,In.ppt,70,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9429388,New Zealand Sign Language,9889746,1,13,95
578,AmetNulla.xls,378,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5103274,German,7999345,4,10,275
579,ConsequatUt.xls,141,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5505469,Gagauz,7979238,5,11,2
580,Eget.jpeg,520,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4430778,Finnish,356419,4,15,256
581,TellusNisiEu.mpeg,467,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9728162,Khmer,3507775,4,13,205
582,Nullam.mov,214,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8514935,Croatian,9956116,2,15,29
583,ArcuAdipiscing.xls,110,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2582291,Dutch,5383494,3,9,243
584,TurpisElementum.xls,278,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4808644,Mongolian,7414626,4,5,145
585,Vulputate.jpeg,225,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",1157644,Korean,2123876,3,6,168
586,Fusce.png,236,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9526602,Nepali,5455463,2,5,95
587,In.mp3,41,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5279150,Gagauz,8351500,4,2,59
588,NonVelit.mov,409,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",1753402,Macedonian,4192712,2,7,240
589,PenatibusEtMagnis.xls,123,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",680147,Chinese,6298392,1,7,284
590,ConsequatMorbi.tiff,290,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",95233,Hiri Motu,5170866,1,14,124
591,MaurisViverra.avi,156,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",391270,Moldovan,2095462,5,7,197
592,Fusce.jpeg,489,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7691165,Somali,5607935,3,15,10
593,QuamSollicitudinVitae.mov,583,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2871327,Hiri Motu,520136,4,8,48
594,AtFeugiat.ppt,416,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8492350,Moldovan,6556451,3,12,161
595,Magna.avi,384,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5348755,Bosnian,903974,3,1,179
596,UllamcorperAugue.jpeg,183,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8478609,Yiddish,3043009,1,2,260
597,PedeVenenatisNon.mpeg,593,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5101629,Latvian,367948,4,14,281
598,ConvallisDuisConsequat.ppt,130,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",1601736,Mongolian,9769608,1,12,138
599,VelAugue.tiff,62,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9049409,Malayalam,5716060,1,7,49
600,EgetTempus.xls,352,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",1655081,Tetum,8773756,2,13,95
601,AdipiscingElit.avi,298,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7411979,Finnish,683868,2,4,227
602,SuspendissePotenti.avi,246,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2018166,Yiddish,340107,3,4,186
603,NislVenenatisLacinia.avi,315,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6317359,Moldovan,8156601,1,13,158
604,EuInterdum.avi,75,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",1243600,Burmese,4959459,2,4,272
605,VitaeConsectetuer.xls,204,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7304003,Filipino,7275840,4,2,51
606,DictumstEtiam.png,583,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9354161,Luxembourgish,3206943,2,7,116
607,VolutpatIn.avi,106,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8764841,English,990100,5,15,160
608,Ac.xls,227,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6165068,Telugu,214747,5,10,208
609,EstRisusAuctor.txt,92,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6861229,Hindi,6396248,5,1,229
610,AcEstLacinia.gif,582,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5441248,Armenian,7879807,2,1,194
611,MolestieSed.avi,374,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3312183,Tok Pisin,7677835,3,15,42
612,SemDuis.jpeg,487,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",1951679,Finnish,5267430,4,7,108
613,TempusVivamus.xls,499,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4898653,Haitian Creole,8258109,3,9,163
614,Turpis.jpeg,599,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9582471,Gagauz,5418697,3,14,192
615,AtDolorQuis.gif,225,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",373017,New Zealand Sign Language,9739272,4,9,234
616,EtMagnis.avi,348,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9043210,Lao,4608973,4,11,139
617,Diam.xls,156,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7784090,Korean,5615091,4,14,285
618,QuamAOdio.mp3,139,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9761092,Hebrew,1094413,1,6,288
619,EtMagnisDis.ppt,406,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3715278,Swedish,3658973,4,11,255
620,RhoncusMauris.mpeg,393,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2143464,Hebrew,9855927,5,11,224
621,Lobortis.mp3,50,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3013711,Belarusian,3844335,1,4,84
622,EuMassa.jpeg,73,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8155346,Marathi,28987,3,9,67
623,NullamSit.avi,173,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5653554,Quechua,2926860,5,14,126
624,SitAmet.txt,146,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5487004,Norwegian,5386250,1,7,9
625,Vel.avi,354,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9527807,Montenegrin,3199532,2,3,55
626,VulputateUtUltrices.txt,264,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3160666,French,9856812,5,3,78
627,EuismodScelerisque.mp3,556,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6861734,Danish,5675652,4,3,2
628,Primis.ppt,585,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3110130,Dari,3351722,5,11,279
629,TinciduntEu.doc,138,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",1911083,Indonesian,6845681,4,2,163
630,Nibh.avi,403,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8824358,Dari,4614502,4,12,37
631,NuncVestibulum.xls,589,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8897864,Albanian,6943381,4,7,201
632,Vestibulum.avi,460,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",578547,Thai,5774521,2,2,146
633,SuscipitAFeugiat.gif,337,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5391324,Yiddish,6791026,3,12,130
634,OrciLuctus.xls,434,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",1937593,Italian,722823,3,1,260
635,VulputateVitae.ppt,225,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6123365,Dhivehi,9759846,3,8,280
636,LacusCurabiturAt.ppt,183,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4872754,Khmer,7154006,3,10,191
637,InHac.mp3,237,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",1441044,Spanish,6674136,1,7,291
638,IntegerAliquet.ppt,407,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4228074,Nepali,818963,1,4,271
639,VestibulumAnteIpsum.xls,189,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",1904383,Croatian,4473410,1,3,263
640,Curabitur.mp3,576,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",962101,Azeri,5523458,1,3,82
641,FaucibusOrci.mp3,552,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2191892,Assamese,9874019,3,6,31
642,CubiliaCuraeNulla.xls,324,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3587699,Japanese,4839748,5,3,286
643,Vivamus.gif,201,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",887817,Assamese,2499299,5,2,137
644,Rutrum.xls,571,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2309545,Gujarati,5437317,3,1,215
645,NullaFacilisiCras.xls,419,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",526998,Estonian,5373423,3,11,42
646,Odio.mp3,561,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",1205612,Bengali,7478322,5,14,73
647,MassaQuisAugue.ppt,67,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9130294,Latvian,5037380,5,2,121
648,PosuereCubiliaCurae.txt,523,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3387929,Norwegian,4247146,3,12,236
649,TortorId.avi,506,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",248011,Kashmiri,6686359,4,4,114
650,LacusCurabiturAt.avi,559,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6416163,Swati,7316209,5,2,98
651,MusVivamus.jpeg,196,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3163685,Swedish,5033779,4,8,48
652,CumSociisNatoque.jpeg,517,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9081792,Irish Gaelic,6923260,2,12,284
653,AugueVestibulum.ppt,462,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9329828,Indonesian,5840754,3,1,50
654,AcNequeDuis.ppt,119,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7209396,Romanian,4787475,5,4,101
655,QuamNec.avi,169,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",1569197,Chinese,7297995,1,7,70
656,Orci.avi,296,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",834903,Kazakh,7630877,2,12,187
657,LiberoNullam.gif,538,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3427668,Oriya,3971128,4,5,45
658,PulvinarLobortisEst.xls,402,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9237095,Portuguese,3982934,4,14,215
659,Primis.doc,546,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5429013,Swahili,9527985,3,15,252
660,Venenatis.mp3,274,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8916990,Telugu,8398041,3,2,170
661,IdPretium.png,299,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7234716,Assamese,6860003,1,12,140
662,MassaDonec.avi,480,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",1775838,Punjabi,6636626,3,1,131
663,NullaElit.xls,536,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9054742,Haitian Creole,1336227,4,2,299
664,Neque.mp3,480,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3586502,Catalan,2249852,1,7,286
665,SedAccumsan.ppt,596,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7695510,Albanian,9507965,2,12,88
666,AcDiam.mpeg,468,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8547872,Icelandic,3310582,4,9,299
667,NullaPedeUllamcorper.ppt,252,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5100019,Macedonian,118815,1,14,195
668,SapienArcu.ppt,168,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6739639,Marathi,7911483,5,11,49
669,MiSitAmet.xls,223,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4613390,Greek,3650055,2,5,284
670,PosuereNonummyInteger.xls,330,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4444433,Chinese,1477687,5,8,37
671,Purus.mp3,394,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9756293,Kazakh,2708944,1,1,62
672,Libero.pdf,34,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9092689,Lao,4961411,2,2,245
673,MassaQuisAugue.mp3,58,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3510332,Dzongkha,6214069,3,7,179
674,DictumstAliquamAugue.xls,55,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4967857,Romanian,7062617,2,2,240
675,SociisNatoquePenatibus.txt,141,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6155694,Burmese,4102671,3,4,157
676,AnteIpsumPrimis.xls,563,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",251680,New Zealand Sign Language,5945797,5,2,133
677,In.mp3,180,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9242560,West Frisian,6821548,2,4,148
678,Ultrices.xls,261,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7549219,Finnish,8156171,1,8,272
679,VestibulumAc.mov,520,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4146190,Italian,2438442,4,14,254
680,VitaeConsectetuerEget.xls,497,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9558643,Guaraní,6859111,1,4,13
681,MattisEgestas.mov,229,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6807708,English,4767389,3,12,161
682,SagittisSapien.avi,57,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7357089,Hebrew,9070664,5,4,27
683,Fringilla.ppt,566,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8160200,Kashmiri,2095210,3,7,256
684,LoremIpsum.ppt,92,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",384923,Zulu,9774276,5,11,74
685,ALibero.mov,160,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3850764,Bengali,2973457,1,15,51
686,NullaUt.mp3,379,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8398996,Fijian,8878848,1,5,231
687,EuInterdumEu.doc,66,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6215059,Dzongkha,3608843,3,8,155
688,SuspendisseOrnareConsequat.avi,136,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5629117,Filipino,3379439,2,3,165
689,FeugiatEtEros.avi,396,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8546521,Moldovan,1596179,4,8,51
690,LectusInQuam.mpeg,320,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4508327,Norwegian,132448,2,13,154
691,QuisTurpisSed.mp3,290,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7835162,Dutch,2346428,1,6,237
692,TurpisAdipiscingLorem.mp3,226,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3967481,New Zealand Sign Language,9866254,1,10,90
693,AliquamConvallis.pdf,463,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5152642,Guaraní,8725544,5,11,116
694,Duis.pdf,426,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2708505,Portuguese,2510712,4,9,268
695,NullamPorttitorLacus.txt,487,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3086245,Norwegian,8769198,2,12,154
696,EleifendPede.txt,324,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",1740632,Portuguese,5902217,2,6,216
697,VelEstDonec.txt,141,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8496213,French,8396889,1,11,42
